CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Geography_France,Geography_Germany,Geography_Spain
1.4554183313567146,1,-0.028444859851882248,1.370972034144688,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,-0.20215979439926596,0,0,-1.4195901773787485,0,0.35860838644992915,0,0,1
-0.01846640907467433,0,0.39100150596397837,1.019202686030814,0.7044509436858457,0.8772195878865569,0.6441566264008307,-1.0187485487487524,-1.6681449776091206,0,0,-1.4195901773787485,1,-1.6190776229829693,0,1,0
-0.7909853075076783,1,-1.6013687316613594,-1.0914134026524303,0.7827532315689436,-0.9320458121294666,-1.5524174696260022,0.9815964903490859,-0.5710135618020838,0,0,0.7020179328600531,1,0.08733287188169973,0,0,1
1.252123884400661,0,-0.552752817121708,1.7227413822585622,-1.247610165593913,-0.9320458121294666,0.6441566264008307,0.9815964903490859,-0.01768729344827872,0,0,0.7020179328600531,0,0.008575464426407312,0,0,1
-0.5876908605516246,0,-0.1333064513058474,0.6674333379169399,-1.247610165593913,0.8772195878865569,0.6441566264008307,0.9815964903490859,0.4681928267338893,0,0,1.4092206362729869,0,-1.6059513884070873,1,0,0
0.4999344306632625,1,0.0764167316020829,1.370972034144688,-1.247610165593913,-0.9320458121294666,0.6441566264008307,-1.0187485487487524,-0.3285839970383439,0,0,-0.7123874739658146,3,1.5662219674310796,1,0,0
0.5100991530110651,0,0.8104478717798389,-0.036105358310808154,-0.34214234333516486,0.8772195878865569,-1.5524174696260022,0.9815964903490859,-0.9473731078769596,0,0,-0.7123874739658146,0,1.1374316379522653,0,0,1
-0.5978555828994272,1,-0.9721991829375686,-1.4431827507663044,0.3133472620070357,-0.9320458121294666,0.6441566264008307,0.9815964903490859,1.6805293875699292,0,0,-0.7123874739658146,2,1.058674230496973,0,0,1
0.34746359544622224,1,0.2861399145100132,-1.0914134026524303,0.6692787983176048,0.8772195878865569,-1.5524174696260022,-1.0187485487487524,0.3560360282912232,0,0,-0.7123874739658146,1,1.4305842101469648,0,0,1
0.39828720718523564,0,-0.028444859851882248,0.3156639898030659,0.6890958563263105,-0.9320458121294666,0.6441566264008307,0.9815964903490859,-1.526154672053761,0,0,-0.005184770552880742,0,1.478713736925199,0,0,1
-0.7096675287252567,1,-0.1333064513058474,1.370972034144688,-1.247610165593913,0.8772195878865569,-1.5524174696260022,0.9815964903490859,-0.3957085610116166,0,0,-1.4195901773787485,3,-0.31082957692005636,1,0,0
0.001863035620931038,1,2.2785101521353512,1.019202686030814,-1.247610165593913,0.8772195878865569,0.6441566264008307,0.9815964903490859,0.05379720009253225,0,0,-0.005184770552880742,1,-1.540320215527677,1,0,0
0.35762831779402493,1,-0.3430296342137777,-0.3878747064246822,0.9599868601460074,-0.9320458121294666,0.6441566264008307,-1.0187485487487524,0.24033832143375655,0,0,-1.4195901773787485,2,-0.8927593097841615,0,0,1
0.01202775796873372,1,-0.23816804275981254,0.6674333379169399,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,-1.4962743289100116,0,0,-1.4195901773787485,1,-0.2758262847177042,1,0,0
-0.0896194655092931,1,-0.1333064513058474,0.6674333379169399,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,-0.42809959399857933,0,0,-0.7123874739658146,2,-0.40271321895123086,1,0,0
-1.6753161517665116,1,-0.6576144085756731,0.3156639898030659,0.3885099113360097,0.8772195878865569,0.6441566264008307,0.9815964903490859,1.6396819263586238,0,0,0.7020179328600531,2,0.7698970698275673,0,0,1
-0.1506077995961092,0,0.18127832305604805,1.7227413822585622,0.7287278919471062,-0.9320458121294666,0.6441566264008307,-1.0187485487487524,0.5591992396429798,1,1,1.4092206362729869,1,0.7261429545746271,1,0,0
0.022192480316536402,1,-0.552752817121708,0.6674333379169399,0.8029566032261357,-0.9320458121294666,0.6441566264008307,-1.0187485487487524,1.0203252115748713,0,0,1.4092206362729869,3,0.2754755674693427,0,1,0
0.9268527692709752,1,0.0764167316020829,0.6674333379169399,1.051029336873202,0.8772195878865569,-1.5524174696260022,0.9815964903490859,1.2952462717416302,0,0,0.7020179328600531,2,-0.7483707294494587,0,0,1
0.8455349904885537,1,-0.7624760000296383,0.3156639898030659,1.2775283576153595,0.8772195878865569,-1.5524174696260022,-1.0187485487487524,1.3608367380582767,0,0,1.4092206362729869,0,1.0367971728705028,0,1,0
0.23565164962039273,0,0.4958630974179435,-0.036105358310808154,1.4420182766771306,-0.9320458121294666,0.6441566264008307,0.9815964903490859,0.821045908567952,1,1,0.7020179328600531,1,0.5423756705122781,1,0,0
0.9268527692709752,1,-0.6576144085756731,1.019202686030814,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,0.7619604272188708,0,0,0.7020179328600531,3,1.1461824610028533,1,0,0
-0.4352200253345843,0,-0.552752817121708,-1.0914134026524303,0.48763056812200517,0.8772195878865569,-1.5524174696260022,0.9815964903490859,0.16463022773922403,1,1,1.4092206362729869,2,0.17046569086228616,0,0,1
1.5469008324869389,1,-0.7624760000296383,-1.4431827507663044,0.7529907575235835,-0.9320458121294666,0.6441566264008307,0.9815964903490859,1.529085690541805,0,0,-0.7123874739658146,3,-0.1270622928577074,0,1,0
-1.3907039260280365,0,-0.1333064513058474,0.3156639898030659,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,0.179446257712055,0,0,-1.4195901773787485,0,0.5905051972905124,1,0,0
-0.01846640907467433,1,-0.44789122566774286,-0.7396440545385563,0.2733154701750059,0.8772195878865569,0.6441566264008307,0.9815964903490859,0.8221537809308068,0,0,-0.005184770552880742,3,0.31922968272228297,0,1,0
0.06285136970774713,0,0.18127832305604805,1.7227413822585622,1.4389580132554214,-0.9320458121294666,-1.5524174696260022,0.9815964903490859,0.9062721632651848,0,0,1.4092206362729869,2,0.8661561233840358,0,0,1
1.7603600017907952,0,0.8104478717798389,-0.7396440545385563,0.05786671610295379,-0.9320458121294666,0.6441566264008307,0.9815964903490859,-1.2442888209177756,1,1,-1.4195901773787485,0,0.056704991204641564,0,0,1
1.3842652749220958,0,-0.9721991829375686,-0.3878747064246822,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,0.06158051271813261,0,0,0.7020179328600531,0,-1.5884497423059112,1,0,0
0.9471822139665805,0,-0.44789122566774286,-1.4431827507663044,0.8605818291456953,-0.9320458121294666,0.6441566264008307,0.9815964903490859,0.15160354308669144,0,0,1.4092206362729869,1,-0.4114640420018189,0,1,0
-0.4657141923779924,0,-1.3916455487534292,-0.036105358310808154,1.277364646404754,0.8772195878865569,0.6441566264008307,0.9815964903490859,-0.720981314461212,0,0,-0.7123874739658146,0,1.662481020987548,0,1,0
0.3677930401418276,1,-1.7062303231153246,-0.036105358310808154,-1.247610165593913,0.8772195878865569,0.6441566264008307,-1.0187485487487524,1.0296701314961567,0,0,-0.7123874739658146,0,1.5749727904816677,0,0,1
-1.2077389237675882,0,-0.23816804275981254,1.370972034144688,0.3405407662930121,-0.9320458121294666,0.6441566264008307,-1.0187485487487524,0.40569858770447287,0,0,-1.4195901773787485,2,0.4767444976328678,0,0,1
1.4045947196177013,0,-0.552752817121708,-0.036105358310808154,-1.247610165593913,0.8772195878865569,-1.5524174696260022,-1.0187485487487524,0.2984663628766087,0,0,-0.005184770552880742,1,1.636228551835784,1,0,0
